,individual1,individual2,start,endpoint,length
0,48,12,16.135195900815575,16.1999446139926,0.0647487131770248
1,48,12,32.557845747845946,32.84344231844935,0.2855965706034027
2,0,40,11.083447729771246,11.210199060195038,0.12675133042379194
3,0,40,45.02537480300687,45.284121845924474,0.2587470429176051
4,25,27,29.757394523195487,29.836899292118474,0.07950476892298752
5,19,39,1.2521502373053772,1.37344593897609,0.1212957016707128
6,19,39,21.670346079283405,21.745988775104806,0.07564269582140071
7,19,39,22.005550557060644,22.2806019929903,0.27505143592965453
8,19,39,22.312413080874894,22.773395888416232,0.46098280754133825
9,19,39,29.863045078377326,29.934850081297288,0.07180500291996239
10,19,39,29.954626905281646,30.36907071701613,0.41444381173448264
11,19,39,44.44682896164905,44.54234507467259,0.09551611302354246
12,19,39,44.798183420978475,44.945638535728975,0.14745511475049966
13,19,39,48.20111394688061,48.3873274070527,0.18621346017209106
14,36,12,7.2468496519100825,7.346590062417633,0.09974041050755034
15,36,12,49.93093943646663,50.0,0.06906056353336965
16,21,5,37.10596832504993,37.295787660584345,0.1898193355344162
17,13,37,5.699231155336918,5.812411772388884,0.11318061705196669
18,5,2,3.385242577508202,3.5362581965451625,0.15101561903696048
19,8,40,19.2495618844384,19.688151401934974,0.43858951749657393
20,33,5,15.737833488689091,15.850903807891683,0.11307031920259192
21,24,45,40.7340702135931,40.92916620762273,0.19509599402962863
22,22,2,43.45576100669771,43.59238328987986,0.13662228318214886
23,21,31,42.11358864897797,42.22149092049731,0.10790227151934317
24,13,46,18.760434220214933,18.81411678802759,0.05368256781265757
25,14,25,16.997776341125913,17.11501023543076,0.11723389430484588
26,1,26,12.142459316600863,12.216972018478465,0.07451270187760173
27,1,26,29.063534781072505,29.115534469941352,0.05199968886884676
28,1,26,31.388628007181353,31.439501269844495,0.05087326266314207
29,1,26,32.09390993295028,32.37982627974707,0.2859163467967889
30,6,7,45.02734228730294,45.077550008671636,0.050207721368693115
31,48,45,25.369291065222555,25.44499611502009,0.07570504979753423
32,48,45,25.550860006198874,25.639356333326845,0.08849632712797018
33,12,20,45.995534063139004,46.10089628640408,0.10536222326507527
34,25,14,0.6444772751862757,0.6888600358695456,0.04438276068326985
35,4,18,27.32027134888216,27.40882342000182,0.08855207111966124
36,30,13,3.9980098530435484,4.11197443474704,0.11396458170349177
37,30,13,4.323845525407229,4.373307938847823,0.04946241344059388
38,8,47,13.396347717554047,13.4760933595621,0.0797456420080529
39,8,47,39.57078425715895,39.75597189913241,0.1851876419734637
40,45,15,15.951178088890183,15.991843356417576,0.04066526752739286
41,42,36,3.455366065980627,3.561445401458485,0.1060793354778582
42,44,21,27.76198821366084,28.150496536926497,0.38850832326565765
43,40,20,25.998582291616966,26.06254342170415,0.06396113008718274
44,20,25,39.01889771832541,39.315794458303344,0.29689673997793165
45,7,31,37.76885084259127,37.91386674888655,0.14501590629527783
46,40,46,1.6875753052290747,1.7558743534898653,0.06829904826079058
47,23,1,24.215587756236786,24.272466052913515,0.05687829667672872
48,27,48,27.68682996088731,27.737428823150395,0.05059886226308663
49,7,33,0.15736553231767703,0.576313323161763,0.41894779084408595
50,33,10,3.5707422414061583,3.627031065637418,0.05628882423125958
